Name,Symbol,Gene Symbol,Description,Accession,Entrez,Ensembl,Chromosome,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Modifications,Acetyl (K) Count,Acetyl (K) Positions,CrATFL_126_1_Proteins,CrATFL_127N_1_Proteins,CrATFL_127C_1_Proteins,CrATKO_128N_1_Proteins,CrATKO_128C_1_Proteins,CrATKO_129N_1_Proteins,DFC_129C_1_Proteins,DFC_130N_1_Proteins,DKO_130C_1_Proteins,DKO_131_1_Proteins,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm,CrATFL_126_1_Proteins_norm_log2,CrATFL_127N_1_Proteins_norm_log2,CrATFL_127C_1_Proteins_norm_log2,CrATKO_128N_1_Proteins_norm_log2,CrATKO_128C_1_Proteins_norm_log2,CrATKO_129N_1_Proteins_norm_log2,DFC_129C_1_Proteins_norm_log2,DFC_130N_1_Proteins_norm_log2,DKO_130C_1_Proteins_norm_log2,DKO_131_1_Proteins_norm_log2,A,DKOvsDFC_Log2FC,CrATKOvsCrATFL_Log2FC,DKOvsCrATKO_Log2FC,DFCvsCrATFL_Log2FC,DKOvsDFC_t,CrATKOvsCrATFL_t,DKOvsCrATKO_t,DFCvsCrATFL_t,DKOvsDFC_p_value,CrATKOvsCrATFL_p_value,DKOvsCrATKO_p_value,DFCvsCrATFL_p_value,F,F.p.value,DKOvsDFC_significant,CrATKOvsCrATFL_significant,DKOvsCrATKO_significant,DFCvsCrATFL_significant
Nebulin (Fragment),Neb,,Nebulin (Fragment) OS=Mus musculus GN=Neb PE=1 SV=8,F6RDH3,,ENSMUSG00000026950.17,2,False,False,False,86,111,1987,2,2,Acetyl [K202; K445; K521; K582; K688; K774; K774; K774; K774; K774; K774; K774; K790; K790; K790; K790; K790; K790; K790; K1055; K1174; K1246; K1246; K1246; K1246; K1246],26,Acetyl [K202; K445; K521; K582; K688; K774; K774; K774; K774; K774; K774; K774; K790; K790; K790; K790; K790; K790; K790; K1055; K1174; K1246; K1246; K1246; K1246; K1246],245.9,274.4,293.1,268.6,253.4,256.1,266.8,242.4,236.7,267.9,308.8794968348165,258.27496496569074,265.8791634546598,262.2187504458102,254.4378633007815,259.1280316662172,256.93929874177894,245.8881613447919,247.49280807439615,255.160236939217,0.24337491694438462,-0.014761384963403401,0.027101527513730517,0.007101659577955388,-0.036355815969072225,-0.010004102065590104,-0.02224162567166843,-0.08566691641313362,-0.076282589958371,-0.032265668994840624,8.027525382072179,-0.000319858434203901,-0.0983244393171372,-0.0411880433243734,-0.13919262420730702,-0.00361236142537942,-1.36000497545328,-0.509559817042659,-1.72202810330616,0.997200216054827,0.208431452792134,0.623185553705722,0.1207556221753,1.4465396351787099,0.295606083502221,0,0,0,0
Creatine kinase M-type,Ckm,Ckm,Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,P07310,12715,ENSMUSG00000030399.2,7,False,False,False,95,50,5687,8,8,Acetyl [K11; K25; K32; K41; K101; K105; K107; K116; K156; K170; K172; K196; K223; K242; K247; K265; K266; K298; K304; K307; K365; K366; K369; K381],24,Acetyl [K11; K25; K32; K41; K101; K105; K107; K116; K156; K170; K172; K196; K223; K242; K247; K265; K266; K298; K304; K307; K365; K366; K369; K381],6063.7,8011.0,8504.7,9052.3,7477.5,7882.8,8136.0,8283.6,7137.3,8398.3,7616.724704990959,7540.235948761476,7714.849953711516,8837.240486450512,7508.12597802523,7976.003311278629,7835.300354434457,8402.80187011435,7462.739413051912,7998.925785317753,-0.048779642720008454,-0.06334072638014376,-0.030312297274999622,0.16564554916513252,-0.06949753814160964,0.01771561334256866,-0.007961816037195035,0.09292007185451467,-0.07824508494073612,0.02185587113248033,12.943734679998,-0.0706737348127859,0.0854320969137525,-0.0661491483594965,0.089956683367042,-0.819214413345669,1.21284761308519,-0.839951910757042,1.1422564001712598,0.43479285783454297,0.257471782036162,0.423685742386848,0.284171858089587,0.7292685299199051,0.561036840991529,0,0,0,0
Isoform 2 of Tropomyosin beta chain,Tpm2,Tpm2,Isoform 2 of Tropomyosin beta chain OS=Mus musculus GN=Tpm2,P58774-2,22004,ENSMUSG00000028464.16,4,False,False,False,77,55,1726,1,2,Acetyl [K7; K12; K15; K29; K30; K48; K49; K51; K59; K70; K76; K112; K118; K136; K140; K149; K152; K161; K168; K220; K226; K231; K248],23,Acetyl [K7; K12; K15; K29; K30; K48; K49; K51; K59; K70; K76; K112; K118; K136; K140; K149; K152; K161; K168; K220; K226; K231; K248],25.3,21.9,32.9,35.7,29.4,27.9,34.4,29.7,31.8,33.1,31.7797936963028,20.613052961911908,29.844505212072015,34.85185923646844,29.520415079096193,28.22987927952932,33.128605235071944,30.127386105364355,33.2499843547351,31.52595685960464,0.08227459199650067,-0.5422769715811544,-0.008369831486682244,0.21540045413350128,-0.02412216031962977,-0.08861220787998292,0.14224229779973285,0.005240340868569504,0.1475184945452579,0.07070499192388624,4.9077632621183,0.0353704239004209,0.190346099001743,0.0748897145899399,0.229865389691262,0.18431442863747,1.21481089955904,0.427495815565546,1.3121493755773799,0.858042356799815,0.256759482687354,0.6795294053399761,0.223432505947498,1.00764000860825,0.435108869743269,0,0,0,0
"Aconitate hydratase, mitochondrial",Aco2,Aco2,"Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",Q99KI0,11429,ENSMUSG00000022477.12,15,True,True,False,72,64,1323,64,64,Acetyl [K31; K50; K138; K309; K401; K409; K462; K465; K517; K520; K521; K523; K573; K605; K689; K700; K717; K723; K730; K736; K739; K743],22,Acetyl [K31; K50; K138; K309; K401; K409; K462; K465; K517; K520; K521; K523; K573; K605; K689; K700; K717; K723; K730; K736; K739; K743],8009.7,11292.5,10273.6,8285.5,9646.3,8550.4,10201.7,7459.3,8979.2,8829.9,10061.13097111765,10628.899569515537,9319.468350964835,8088.657694783173,9685.808842771617,8651.49676672715,9824.653837983531,7566.640106927419,9388.62451314583,8410.00140406716,0.14225154065957213,0.22145129273787845,0.031778613849777315,-0.17256873312933863,0.08740348872517956,-0.07551929152715253,0.10793753457745936,-0.2688162140752759,0.042444768588767445,-0.11636300040687786,13.1542533264103,0.0434802238398539,-0.18538866105951302,0.0166023960680448,-0.21226648883132201,0.31737155070019,-1.65731484326341,0.132750943334112,-1.6972596313862198,0.7585362333203779,0.133428546489686,0.897446444534958,0.12546933533815702,1.35708696946344,0.31926679275497905,0,0,0,0
"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2,Idh2,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3",P54071,269951,ENSMUSG00000030541.16,7,True,True,False,78,49,682,23,46,Acetyl [K45; K48; K69; K80; K106; K127; K133; K155; K166; K180; K193; K199; K243; K256; K272; K275; K280; K282; K384; K400; K442],21,Acetyl [K45; K48; K69; K80; K106; K127; K133; K155; K166; K180; K193; K199; K243; K256; K272; K275; K280; K282; K384; K400; K442],3414.0,4376.6,4019.0,2835.2,4478.9,2989.6,3620.2,1893.0,2942.5,2552.3,4288.387971509002,4119.410392379164,3645.7467005263657,2767.842893760093,4497.244459107616,3024.9479245190273,3486.400484651379,1920.2404679277686,3076.6691498052837,2430.9274831652247,0.4114651575824695,0.3534675854091418,0.17724405408936228,-0.22020821897540088,0.4800710323885866,-0.09205996896324642,0.11276802702731281,-0.7476832869759491,-0.06760096356074996,-0.4074634180215284,11.654754559753098,0.0799254391831781,-0.25812465087701103,-0.293466472274456,-0.631516562334646,0.26862405717660104,-1.06251478979186,-1.08046073135255,-2.3250657613903196,0.794555684803625,0.31694557159702696,0.309323477939308,0.0463990657226395,2.33330063633574,0.14536207493856698,0,0,0,0
Creatine kinase M-type,Ckm,,Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,A0A0J9YKD4,,ENSMUSG00000030399.2,7,False,False,False,94,43,4920,1,1,Acetyl [K32; K36; K38; K47; K87; K101; K103; K127; K154; K173; K178; K196; K197; K229; K235; K238; K296; K297; K300; K312],20,Acetyl [K32; K36; K38; K47; K87; K101; K103; K127; K154; K173; K178; K196; K197; K229; K235; K238; K296; K297; K300; K312],116.3,178.4,176.1,189.2,168.9,179.1,200.5,185.4,160.4,141.4,146.0865615367595,167.9163766395016,159.74520874911494,184.7050915277263,169.59177234215466,181.2176121492366,193.0896903962769,188.06792538500173,167.71375756287767,134.675839877586,-0.20431344105096994,-0.0033939710884025587,-0.07536425121709467,0.13408672361741747,0.010929267819012267,0.1065862624504117,0.19813422461353802,0.1601169088669554,-0.005135874110556493,-0.3216458499003112,7.394993101944681,-0.34251642874567895,0.178224639081106,-0.24725827996771801,0.273482787859066,-3.09947750946953,1.97524265528619,-2.45102955996228,2.71098867658135,0.0134549080573346,0.0811769294231653,0.037888910689641994,0.0249534664595326,4.51404458337539,0.0359776145164945,0,0,0,0
Beta-enolase,Eno3,Eno3,Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3,P21550,13808,ENSMUSG00000060600.15,11,False,False,False,82,56,2996,11,42,Acetyl [K28; K64; K71; K80; K81; K89; K92; K126; K179; K193; K239; K256; K262; K275; K281; K334; K343; K420],18,Acetyl [K28; K64; K71; K80; K81; K89; K92; K126; K179; K193; K239; K256; K262; K275; K281; K334; K343; K420],16927.3,22070.7,22553.8,21433.7,20360.1,20778.8,20444.6,20678.9,20073.7,21863.1,21262.69177215124,20773.721826779416,20459.179381520662,20924.49006489338,20443.489899724707,21024.480844927737,19688.984958981157,20976.471533138687,20989.000344076918,20823.41835097348,0.03645049640617337,0.0028859615789382786,-0.019125471785054415,0.013318712886903228,-0.020232252300314002,0.020196425143893748,-0.07448501465832003,0.016898270112708502,0.017759704674851662,0.0063331679402232055,14.3395861310241,0.0408398085803405,-0.0023093668231926,0.00761880773070267,-0.0355303676728305,0.671412532273631,-0.0464990732614254,0.137209247427914,-0.6398763666892691,0.51959465918381,0.9639749989241541,0.8940259283998271,0.538934389054467,0.19309802290050498,0.8983634322474091,0,0,0,0
Tropomyosin alpha-3 chain,Tpm3,Tpm3,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=3,P21107,59069,,3,False,False,False,85,48,1211,0,4,Acetyl [K8; K13; K60; K66; K71; K77; K113; K119; K141; K150; K162; K214; K218; K221; K227; K249],16,Acetyl [K8; K13; K60; K66; K71; K77; K113; K119; K141; K150; K162; K214; K218; K221; K227; K249],352.6,573.6,573.0,497.5,581.9,516.5,477.4,461.2,471.0,456.0,442.9073224235718,539.8925652489804,519.784239711771,485.68067143257844,584.2833175008868,522.6069049418242,459.7557017216089,467.83671622202155,492.47618336730284,434.31529691781617,-0.1545613236230725,0.1311061772741322,0.07634671817689842,-0.021558099822669874,0.24510192534988384,0.08416001379780624,-0.1006987060660336,-0.07556108252586924,-0.0015122164843983654,-0.1828234060766718,8.94542236236374,-0.00403791698458278,0.0849374224990225,-0.194735757722212,-0.105760418238606,-0.0336370767919477,0.8665738270116891,-1.77703993789453,-0.9651051725514509,0.9739347911988199,0.4097169311202721,0.110865950114894,0.36086220694135906,1.5039205179894,0.28150534758776596,0,0,0,0
Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,Gapdh; Gm20899; LOC100042025; Gapdh-ps15; Gm12033,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2,P16858,14433,ENSMUSG00000057666.18,6; Y; 11,True,False,False,97,40,3350,0,5,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K249; K261; K269; K332],16,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K249; K261; K269; K332],1219.6,1925.8,1884.9,1907.2,1784.9,1797.4,1735.0,1848.5,1764.5,1962.0,1531.961912727703,1812.6309312351577,1709.8452241408675,1861.8898021230423,1792.2105059414557,1818.6517927249465,1670.8758745014484,1875.10010827495,1844.955892890883,1868.6987117384986,-0.21280967051551158,0.029895108372926416,-0.05432436258211304,0.06857758773911193,0.013550000304748622,0.0346792442463606,-0.08758553737682995,0.07877752031495788,0.055396226100537405,0.07384388339581882,10.7939743849457,0.0690240632791141,0.11801525233830802,0.0256844439847672,0.0746756330439613,0.7595271830601421,1.59047398159247,0.309601881769343,0.900144715082759,0.46785842948537604,0.147782355537655,0.7642385059607572,0.39256805804769107,1.2794108140758302,0.34160952625737606,0,0,0,0
"Malate dehydrogenase, mitochondrial",Mdh2,Mdh2,"Malate dehydrogenase, mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3",P08249,17448,ENSMUSG00000019179.10,5,True,True,False,76,38,1087,25,38,Acetyl [K91; K157; K185; K203; K239; K296; K297; K301; K307; K314; K324; K328; K329; K335; K338],15,Acetyl [K91; K157; K185; K203; K239; K296; K297; K301; K307; K314; K324; K328; K329; K335; K338],6251.5,8621.5,8098.7,6952.8,7779.2,6943.3,8108.8,6017.1,7378.8,7701.5,7852.623726973792,8114.8600963983345,7346.556059605095,6787.619240877249,7811.061666098813,7025.395010808456,7809.105643318354,6103.686698134272,7715.251086689287,7335.26153336088,0.09225352173298873,0.13964497470183446,-0.0038531500666199037,-0.11801561006425665,0.08459740271251626,-0.0683419028361616,0.08423608207822575,-0.271240336991875,0.0667918613023275,-0.006072842568984882,12.8467055322785,0.12386163682349302,-0.109935152185367,0.0642795460959658,-0.169517242912894,1.03163086351122,-1.12142368181535,0.5864769339465961,-1.54664988962755,0.330402140357596,0.292462948106014,0.57263483752566,0.157935355976681,0.927606455031921,0.46787044036553205,0,0,0,0
Glyceraldehyde-3-phosphate dehydrogenase,Gm3839,,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gm3839 PE=1 SV=1,S4R1W1,,ENSMUSG00000097148.2,14,False,False,False,95,37,3277,2,2,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K261; K269; K332],15,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K261; K269; K332],819.4,1260.0,1202.4,1170.1,1167.3,1176.4,1166.5,1163.5,1161.2,1235.2,1029.263357895277,1185.9564717812332,1090.7304883585225,1142.3014143583114,1172.0809701302376,1190.3093184386487,1123.3871513578902,1180.24288665291,1214.1472274439748,1176.4610849844005,-0.15905242875239978,0.04538645855742196,-0.07536993484045063,-0.008721222073148738,0.028407637003127206,0.05067192564300349,-0.0328093935656959,0.03841918682562451,0.07927877235267289,0.0337889988498592,10.1664488856532,0.0537289889713026,0.0864647485361374,0.0330811054102682,0.065816864975103,0.6937152088155072,1.36727936604191,0.467889375522739,0.9308942814984259,0.506176186702468,0.206228199071952,0.651501292095598,0.37731715181941206,1.10966383844022,0.396976451225579,0,0,0,0
"ATP synthase subunit O, mitochondrial",Atp5o,Atp5o; LOC100047429; LOC102641678,"ATP synthase subunit O, mitochondrial OS=Mus musculus GN=Atp5o PE=1 SV=1",Q9DB20,28080,ENSMUSG00000022956.10,16; 3,True,True,False,83,26,465,11,26,Acetyl [K53; K54; K60; K70; K84; K97; K100; K158; K162; K172; K176; K192; K199; K204],14,Acetyl [K53; K54; K60; K70; K84; K97; K100; K158; K162; K172; K176; K192; K199; K204],2172.6,3075.5,2897.1,2320.9,2890.5,2407.3,2786.5,2088.2,2753.3,2639.6,2729.0426792327057,2894.76914997078,2628.0400015165296,2265.7613473927063,2902.3387682356306,2435.763024717238,2683.513328125813,2118.249416337436,2878.842198864533,2514.0760038251483,0.07440209599394265,0.15945544080306462,0.01999437419248551,-0.1939969508471009,0.16322306324266478,-0.0896190806303565,0.05013019255752127,-0.29112038941820195,0.15149585008095023,-0.04396459597497859,11.3397771456239,0.17426072548332502,-0.124748293074759,0.0938966164645763,-0.20511240209350798,1.20496249166702,-1.05646290370717,0.711237384887828,-1.5536620377379,0.260348903339744,0.319548558665858,0.495786473278336,0.156269902744212,0.974296040366182,0.44844149794277005,0,0,0,0
"ATP synthase subunit alpha, mitochondrial",Atp5a1,Atp5a1,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus GN=Atp5a1 PE=1 SV=1",Q03265,11946,ENSMUSG00000025428.15,18,True,True,False,76,56,1275,0,1,Acetyl [K126; K132; K161; K167; K230; K239; K240; K261; K427; K434; K498; K503; K531; K539],14,Acetyl [K126; K132; K161; K167; K230; K239; K240; K261; K427; K434; K498; K503; K531; K539],113.4,239.3,239.9,188.2,231.5,189.6,231.5,166.9,192.6,196.5,142.44381838579991,225.23760610892788,217.61996353726676,183.72884897208291,232.44816635410777,191.8417602651885,222.9439567418359,169.30170845068386,201.38198071452766,187.15560492182212,-0.4564576002284175,0.20459710788333396,0.15496029459867344,-0.08927243963989895,0.2500584305187674,-0.02693381328374933,0.18983047877239567,-0.20725408304243498,0.043083984631524075,-0.0626123602102,7.61070680459113,-0.00105238565431875,0.0769174584471752,-0.0543815803210475,0.0235882637804465,-0.00462049351986979,0.413603305794901,-0.261550703895275,0.11344883615041601,0.9964188623243159,0.689294431939527,0.79982790187849,0.91228055550243,0.0606853750465318,0.979165387064067,0,0,0,0
"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2",O08749,13382,ENSMUSG00000020664.10,12,True,True,False,70,36,491,36,36,Acetyl [K66; K104; K122; K132; K143; K155; K159; K166; K277; K283; K346; K410; K420; K505],14,Acetyl [K66; K104; K122; K132; K143; K155; K159; K166; K277; K283; K346; K410; K420; K505],2659.5,3556.7,3390.4,2933.7,3194.6,2947.8,3341.1,2563.7,3052.4,3091.3,3340.6466930955453,3347.691573955803,3075.526154134011,2864.0027854909654,3207.6842861115883,2982.653696781238,3217.6157834563624,2600.591911054633,3191.5802592576547,2944.295783688696,0.12239596786665352,0.12543517373024393,0.0031018012075012535,-0.0996985476501191,0.063800709218226,-0.04113496117974158,0.06826062026469693,-0.23889141631679145,0.056539484569301024,-0.05980883170996343,11.583515728060998,0.0836807244557143,-0.10932191413867699,0.0240429263002095,-0.168959712294182,0.766407295295,-1.2262726875198502,0.24121935222646804,-1.69514941081102,0.463964489287309,0.252633246925683,0.815041426072902,0.125878662247825,1.04936038468879,0.4190416238713329,0,0,0,0
Myomesin 2,Myom2,Myom2,Myomesin 2 OS=Mus musculus GN=Myom2 PE=1 SV=1,Q14BI5,17930,ENSMUSG00000031461.4,8,False,False,False,88,129,3277,129,129,Acetyl [K35; K100; K749; K804; K852; K873; K1111; K1151; K1239; K1267; K1300; K1341; K1423],13,Acetyl [K35; K100; K749; K804; K852; K873; K1111; K1151; K1239; K1267; K1300; K1341; K1423],22843.7,31309.2,32820.5,30313.5,29531.9,30267.6,30686.7,30132.0,28447.6,31381.5,28694.39024744001,29469.32410023253,29772.388550541324,29593.328710495407,29652.85530865173,30625.47290613196,29552.545647298903,30565.602630533293,29744.72499779126,29889.17870663695,-0.05218941329022897,-0.0137441593026697,0.0010168384545732323,-0.00768614833870096,-0.004787100635265773,0.04177399088486844,-0.00967572184622334,0.038950880602614646,-0.0003242908731291294,0.006665124344147344,14.8606705104635,-0.0114671626426865,0.03140582534974,-0.00659649723479561,0.036276490757631,-0.19635604660723702,0.658634002820817,-0.12373492942928,0.680462503669414,0.848895901317088,0.527379898717816,0.9043705606740541,0.514123649229269,0.20910908089021601,0.8874727227644108,0,0,0,0
Isoform 3 of Titin,Ttn,Ttn,Isoform 3 of Titin OS=Mus musculus GN=Ttn,A2ASS6-3,22138,ENSMUSG00000051747.14,2,False,False,False,58,297,4168,60,61,Acetyl [K1085; K2427; K2456; K2545; K2548; K2652; K2657; K2663; K2668; K2725; K2980; K3121; K3244],13,Acetyl [K1085; K2427; K2456; K2545; K2548; K2652; K2657; K2663; K2668; K2725; K2980; K3121; K3244],1509.0,2108.2,2254.6,2267.0,1988.2,2159.5,2145.1,2035.5,2060.2,2290.7,1895.4825568269139,1984.3122490549172,2045.2103784540293,2213.141873643528,1996.3431721176548,2185.033129180773,2065.8189270276985,2064.791057827244,2154.138923510228,2181.767654933424,-0.13142308980213357,-0.06534920558160806,-0.02173901783856813,0.09210766821417948,-0.05662852817888364,0.07366688386684217,-0.007274465204149649,-0.007992471423193592,0.05312302438121996,0.07150920156629859,11.0197725546367,0.0699495812874318,0.10921911237481699,0.0259341050063764,0.0652036360937611,0.9724211497105999,1.85957435812981,0.3949400390508,0.9929599104651079,0.35741326152039,0.0974356878802339,0.702509501565697,0.34786206005722903,1.78891760691716,0.222178171767103,0,0,0,0
Pyruvate kinase PKM,Pkm,Pkm,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4,P52480,18746,ENSMUSG00000032294.17,9,False,False,False,86,52,2085,2,2,Acetyl [K62; K66; K135; K151; K166; K188; K206; K207; K224; K230; K261; K305; K498],13,Acetyl [K62; K66; K135; K151; K166; K188; K206; K207; K224; K230; K261; K305; K498],10.1,18.6,28.1,26.0,20.6,24.6,30.3,25.3,20.4,17.6,12.686795111962777,17.506976488199157,25.49029168569069,25.382306446727718,20.684372470387128,24.890861300230156,29.1801377506593,25.664069645310377,21.33017864266025,16.763046547705187,-0.7518826411548045,-0.2872803612830861,0.2547375737902131,0.24861286192406684,-0.04666911918156558,0.22040584442127997,0.44977638536179576,0.2645396535533244,-0.002314259976392563,-0.3499259374548238,4.4171384033270895,-0.5332781181731671,0.40225833860382,-0.31690329443686893,0.6186331623401179,-1.9194238389378,1.77324116898772,-1.2494949281843999,2.43916365755749,0.0886716150665054,0.111523920033748,0.24444065219901104,0.0386192168887343,2.5120759865665896,0.127422127556369,0,0,0,0
"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Sucla2,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2",Q9Z2I9,20916,ENSMUSG00000022110.13,14,True,True,False,70,43,574,42,43,Acetyl [K88; K89; K93; K98; K116; K129; K139; K143; K215; K225; K368; K438],12,Acetyl [K88; K89; K93; K98; K116; K129; K139; K143; K215; K225; K368; K438],5067.9,6774.5,6292.7,5176.7,5920.1,5482.7,6221.3,4668.7,5769.0,5950.0,6365.882074051105,6376.398506414257,5708.283220304121,5053.7148377990525,5944.347255433924,5547.525416698043,5991.366039213753,4735.883081148639,6032.049048505244,5667.052668116242,0.15449729307149696,0.15687865772080833,-0.002806221808778986,-0.17851887797985455,0.05565525866548349,-0.04401876635175306,0.06702183817460039,-0.2722296743379431,0.07678502098428197,-0.013264528138337894,12.4816474233433,0.134364164504646,-0.158484038216548,0.0873877083116792,-0.205460494409515,1.08818673361273,-1.5719948871011,0.7752842198895341,-1.8227995928016498,0.30608640844524104,0.151989758813818,0.458972031407073,0.103219534147856,1.40132084017546,0.307301627260951,0,0,0,0
