Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,DFC_126_2_Proteins,DFC_127N_2_Proteins,DKO_127C_2_Proteins,DKO_128N_2_Proteins,DKO_128C_2_Proteins,S3FL_129N_2_Proteins,S3FL_129C_2_Proteins,S3KO_130N_2_Proteins,S3KO_130C_2_Proteins,S3KO_131_2_Proteins,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm,DFC_126_2_Proteins_norm_log2,DFC_127N_2_Proteins_norm_log2,DKO_127C_2_Proteins_norm_log2,DKO_128N_2_Proteins_norm_log2,DKO_128C_2_Proteins_norm_log2,S3FL_129N_2_Proteins_norm_log2,S3FL_129C_2_Proteins_norm_log2,S3KO_130N_2_Proteins_norm_log2,S3KO_130C_2_Proteins_norm_log2,S3KO_131_2_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Nebulin (Fragment),Neb,F6RDH3,Nebulin (Fragment) OS=Mus musculus GN=Neb PE=1 SV=8,,,ENSMUSG00000026950.17,False,False,False,86,111,1987,2,2,2,Acetyl [K202; K445; K521; K582; K688; K774; K774; K774; K774; K774; K774; K774; K790; K790; K790; K790; K790; K790; K790; K1055; K1174; K1246; K1246; K1246; K1246; K1246],26,Acetyl [K202; K445; K521; K582; K688; K774; K774; K774; K774; K774; K774; K774; K790; K790; K790; K790; K790; K790; K790; K1055; K1174; K1246; K1246; K1246; K1246; K1246],142.8,154.5,174.6,149.6,152.7,141.6,138.6,128.1,149.1,120.0,153.84033276847535,142.6095733644856,158.61733532362948,139.92215230266925,156.89383530844748,148.90664067464243,133.99998308140255,133.64995294416755,151.85091050027845,130.49556728005862,0.08791131549479747,-0.02145163997228039,0.13202797915898845,-0.048898086673911934,0.1162661939122227,0.04088562115367189,-0.11128965442842009,-0.11506314332623546,0.06913308599246282,-0.14952167131128746,7.17737866273412,0.0332355243711779,-0.0299485595776439,0.131615938347456,0.068431854398634,0.35730524815005293,-0.321968066220928,1.58197767684053,0.6715905025904749,0.729320235194197,0.755027526042674,0.149038368988825,0.5191614300311911,0.9847705104682819,0.443455576163707,0,0,0,0
Tropomyosin alpha-1 chain,Tpm1,F8WID5,Tropomyosin alpha-1 chain OS=Mus musculus GN=Tpm1 PE=1 SV=1,,,ENSMUSG00000032366.15,False,False,False,78,66,2167,1,1,9,Acetyl [K7; K12; K15; K29; K30; K101; K107; K112; K118; K154; K160; K178; K182; K191; K194; K203; K210; K240; K247; K255; K259; K262; K268; K273; K290],25,Acetyl [K7; K12; K15; K29; K30; K101; K107; K112; K118; K154; K160; K178; K182; K191; K194; K203; K210; K240; K247; K255; K259; K262; K268; K273; K290],6.7,8.0,8.3,9.0,11.0,12.0,7.9,6.4,9.3,7.0,7.217998806364039,7.3843144784199675,7.540228426037371,8.417776542272883,11.302109943634068,12.619206836834106,7.637805673470998,6.677281021410401,9.471585966818173,7.612241424670086,-0.22085371566743817,-0.1879886254675629,-0.15784439071443446,0.0009865921772176378,0.4260676030491233,0.585096709088285,-0.13929440597943854,-0.3331918612587894,0.1711533972261443,-0.1441313024531099,3.07245262032502,0.294157772071471,-0.324957740383007,0.191793190332554,-0.427322322121924,1.2304964285897602,-1.35933630503136,0.8969912773805531,-1.6317927028460402,0.250530277721405,0.208001746889965,0.393708358194267,0.138085777541951,1.15854687787971,0.379131976554214,0,0,0,0
Creatine kinase M-type,Ckm,P07310,Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,12715,Ckm,ENSMUSG00000030399.2,False,False,False,95,50,5687,8,8,7,Acetyl [K11; K25; K32; K41; K101; K105; K107; K116; K156; K170; K172; K196; K223; K242; K247; K265; K266; K298; K304; K307; K365; K366; K369; K381],24,Acetyl [K11; K25; K32; K41; K101; K105; K107; K116; K156; K170; K172; K196; K223; K242; K247; K265; K266; K298; K304; K307; K365; K366; K369; K381],7135.1,10375.3,8067.0,8873.7,7038.3,8632.4,7451.4,7665.4,8437.8,7868.0,7686.737803475829,9576.809750993836,7328.556953354634,8299.647078129654,7231.603674207243,9077.83675819056,7204.094328519213,7997.504678362388,8593.478287184771,8556.159361329177,-0.0790017862758603,0.23817189718945642,-0.14784409581195312,0.03167674584688385,-0.1670576314288148,0.16097530041256114,-0.17255617325707284,-0.02182331360921097,0.0818689483981796,0.07559010853583104,12.987157529556999,-0.173993382588083,0.0510023508638611,-0.13962024157289402,0.0853754918790504,-1.39993501281086,0.41036030019036607,-1.25596788838844,0.627072477836901,0.19594018551615197,0.6913969743170029,0.241592073379493,0.54660625596848,0.820101428350793,0.5155907094368211,0,0,0,0
Isoform 2 of Tropomyosin beta chain,Tpm2,P58774-2,Isoform 2 of Tropomyosin beta chain OS=Mus musculus GN=Tpm2,22004,Tpm2,ENSMUSG00000028464.16,False,False,False,77,55,1726,1,2,4,Acetyl [K7; K12; K15; K29; K30; K48; K49; K51; K59; K70; K76; K112; K118; K136; K140; K149; K152; K161; K168; K220; K226; K231; K248],23,Acetyl [K7; K12; K15; K29; K30; K48; K49; K51; K59; K70; K76; K112; K118; K136; K140; K149; K152; K161; K168; K220; K226; K231; K248],20.4,10.7,18.6,17.3,16.5,11.7,15.9,20.0,16.5,11.1,21.977190395496475,9.876520614886706,16.897379364372902,16.180837131257874,16.953164915451104,12.303726665913253,15.372292431416312,20.866503191907505,16.804426715322563,12.070839973405421,0.502836353024624,-0.651095816775439,0.12362890622501066,0.06111564066260655,0.12838402094861845,-0.3340752497584898,-0.01283828169384682,0.4280182456942745,0.11567071754226799,-0.3616445358696314,3.95509870314668,0.17850592115415398,0.23413824151514,0.0436947134897752,0.0993270338507606,0.561543424984097,0.736551421992454,0.15367903419396,0.285238118821767,0.58850347781797,0.480655073866219,0.8813449127344359,0.7820910388280059,0.315834381951102,0.8137621390866869,0,0,0,0
"Aconitate hydratase, mitochondrial",Aco2,Q99KI0,"Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1",11429,Aco2,ENSMUSG00000022477.12,True,True,False,72,64,1323,64,64,15,Acetyl [K31; K50; K138; K309; K401; K409; K462; K465; K517; K520; K521; K523; K573; K605; K689; K700; K717; K723; K730; K736; K739; K743],22,Acetyl [K31; K50; K138; K309; K401; K409; K462; K465; K517; K520; K521; K523; K573; K605; K689; K700; K717; K723; K730; K736; K739; K743],11170.6,13817.8,14130.9,12107.1,12883.2,11566.9,15732.4,11997.5,11641.8,10418.9,12034.235442741812,12754.372574988927,12837.375164517043,11323.873597216892,13237.031165984223,12163.758630081367,15210.254933837357,12517.293602245514,11856.592420269226,11330.168882785023,-0.052840382608772885,0.03100706003806586,0.04036537705476384,-0.14061731988847193,0.0845947169757384,-0.03739577640647873,0.28505946353344847,0.003937796762064849,-0.0742954307456749,-0.13981550471469717,13.6076972497951,0.00569758599936776,-0.19388955646291503,0.0648386376134464,-0.134748504848837,0.0533250723292165,-1.81465880873267,0.678468128892228,-1.15126127368047,0.958669210104658,0.10388512830486901,0.5149971581005051,0.28007946252755606,1.11228992923179,0.39517036468839006,0,0,0,0
"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2,P54071,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3",269951,Idh2,ENSMUSG00000030541.16,True,True,False,78,49,682,23,46,7,Acetyl [K45; K48; K69; K80; K106; K127; K133; K155; K166; K180; K193; K199; K243; K256; K272; K275; K280; K282; K384; K400; K442],21,Acetyl [K45; K48; K69; K80; K106; K127; K133; K155; K166; K180; K193; K199; K243; K256; K272; K275; K280; K282; K384; K400; K442],3386.8,4841.8,5608.5,4422.6,4836.9,4032.1,6240.3,3393.9,3877.4,2803.6,3648.644530954288,4469.171730201725,5095.104955112119,4136.4953928728955,4969.743235123966,4240.158657233233,6033.189714450768,3540.941259150744,3948.9384330904068,3048.8114368864362,-0.21553381175757202,0.07711306707001064,0.26621745004793596,-0.03448543970537088,0.2302769009558645,0.0012238331929523838,0.5100265337942815,-0.2587615040322042,-0.10142953974360402,-0.4746474898222921,12.0486786996824,0.22321334277659804,-0.53390469469298,0.432282481632178,-0.324835555837399,1.27517706825805,-3.0501000291421003,2.76104182331841,-1.69403851430628,0.23502749268528897,0.0142268122361352,0.0226293095511813,0.12542821979152,4.02276473220106,0.0466379846310593,0,0,0,0
Creatine kinase M-type,Ckm,A0A0J9YKD4,Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,,,ENSMUSG00000030399.2,False,False,False,94,43,4920,1,1,7,Acetyl [K32; K36; K38; K47; K87; K101; K103; K127; K154; K173; K178; K196; K197; K229; K235; K238; K296; K297; K300; K312],20,Acetyl [K32; K36; K38; K47; K87; K101; K103; K127; K154; K173; K178; K196; K197; K229; K235; K238; K296; K297; K300; K312],31.5,34.1,31.3,38.7,33.5,31.5,31.1,40.6,28.1,22.0,33.935367522457796,31.475640464265112,28.434837317466226,36.1964391317734,34.420062101067394,33.125417946689524,30.06781727151241,42.359001479572235,28.618447921246307,23.924187334677413,0.08898712457234481,-0.019566779020475877,-0.16614296281846475,0.18204526430223034,0.10944718717987545,0.05413614417732138,-0.0855823717156623,0.40886606823666316,-0.15685708135068488,-0.41533259356314023,4.99573060801475,0.00707299011194795,-0.038718088456549,0.096224365113601,0.050433286545104004,0.033657945462558,-0.184246165915552,0.511946540122289,0.21908427100278002,0.9739043717852149,0.858015035822033,0.621344492467522,0.8316039383446129,0.10714186127120098,0.953741461402452,0,0,0,0
Beta-enolase,Eno3,P21550,Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3,13808,Eno3,ENSMUSG00000060600.15,False,False,False,82,56,2996,11,42,11,Acetyl [K28; K64; K71; K80; K81; K89; K92; K126; K179; K193; K239; K256; K262; K275; K281; K334; K343; K420],18,Acetyl [K28; K64; K71; K80; K81; K89; K92; K126; K179; K193; K239; K256; K262; K275; K281; K334; K343; K420],14876.3,16925.0,16159.2,16459.3,14659.1,17729.0,15622.0,15579.8,17916.9,17333.1,16026.435170613933,15622.440318407243,14680.007130364225,15394.523271359118,15061.705443156927,18643.826500852654,15103.519016577711,16254.797321464026,18247.468667621994,18849.105976849864,-0.026333354653647945,-0.0631670822669097,-0.15293424199838057,-0.08436971939090476,-0.11590177470751328,0.1919110814306464,-0.11190218413708308,-0.0059213435239779955,0.1609094328510352,0.20770918639674107,13.9944992904741,-0.0729850269053127,0.0808946432611606,-0.238634337273533,-0.0847546671070596,-0.7480394990219941,0.829106886500807,-2.73450485968019,-0.7929827820615021,0.474039997885399,0.429057614352075,0.0236203268062882,0.44873247211346395,2.70320816030564,0.109882759042539,0,0,0,0
Tropomyosin alpha-3 chain,Tpm3,P21107,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=3,59069,Tpm3,,False,False,False,85,48,1211,0,4,3,Acetyl [K8; K13; K60; K66; K71; K77; K113; K119; K141; K150; K162; K214; K218; K221; K227; K249],16,Acetyl [K8; K13; K60; K66; K71; K77; K113; K119; K141; K150; K162; K214; K218; K221; K227; K249],140.5,249.6,264.6,236.6,204.9,150.0,237.5,109.1,132.0,113.7,151.3625122827086,230.39061172670299,240.37884837704678,221.2939922113071,210.5274843136928,157.74008546042631,229.61757562650152,113.82677491185542,134.4354137225805,123.64454999785555,-0.20840275423350452,0.39767123529074055,0.4588992610007345,0.3395535909707492,0.2675978953191276,-0.14886136435357322,0.3928223807325484,-0.619570738151765,-0.37949746285265373,-0.5002120437224109,7.450266883541611,0.260716008568255,-0.621740589765093,0.85511033067248,-0.0273462676608673,1.3306457319461003,-3.1732476524623703,4.87946161994103,-0.127409609281425,0.216903155296541,0.0116975914261683,0.00094316129011037,0.9014930553314091,8.50765660925331,0.00577549601524257,0,0,0,0
Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,P16858,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2,14433,Gapdh; Gm20899; LOC100042025; Gapdh-ps15; Gm12033,ENSMUSG00000057666.18,True,False,False,97,40,3350,0,5,6; Y; 11,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K249; K261; K269; K332],16,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K249; K261; K269; K332],1909.3,3769.1,2213.4,2545.3,2081.1,2286.8,2033.9,2111.6,2326.5,2472.8,2056.914197162815,3479.0274625765874,2010.7881443603753,2380.640737005241,2138.2564548815326,2404.800182872686,1966.396577123122,2203.0854070015944,2369.424166860482,2689.0786564177415,-0.18425406460193727,0.5739483886430357,-0.2169745906176157,0.02661424098700138,-0.12830078348251917,0.04118134544128971,-0.24918136908727995,-0.08521025356039225,0.019800809790490703,0.20237627648791623,11.1905199632973,-0.301067539724922,0.149655622729004,-0.15187598861038,0.29884717384354603,-1.4919988786311102,0.74164761002307,-0.841489473403804,1.35195766762596,0.17080987590440103,0.47771328515343303,0.42245123864542894,0.21026076566941396,0.9391358606842959,0.462287936298322,0,0,0,0
Glyceraldehyde-3-phosphate dehydrogenase,Gm3839,S4R1W1,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gm3839 PE=1 SV=1,,,ENSMUSG00000097148.2,False,False,False,95,37,3277,2,2,14,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K261; K269; K332],15,Acetyl [K3; K25; K59; K64; K70; K111; K137; K143; K192; K213; K217; K225; K261; K269; K332],480.8,557.7,523.2,518.3,501.9,485.0,527.9,522.3,505.3,486.4,517.9722128507209,514.779023076852,475.30692921719907,484.7703979844483,515.6844527918126,510.0262763220451,510.37944493991637,544.9287308566644,514.622837530454,528.9420327085043,0.018443502418437063,0.009522063118174273,-0.10557176873081531,-0.07712959793529528,0.012057348116433886,-0.0038596267259194406,-0.0028609756534514474,0.09163635494592981,0.009084278568527893,0.048678421877971445,8.99828739249256,-0.0708641222848616,0.0531599863204981,-0.10668102464736902,0.0173430839579911,-1.20025192521349,0.900390407278507,-2.02017123864071,0.268152408688214,0.261494498013225,0.391994283089735,0.0749656361143298,0.7947896721802991,1.39931867089519,0.306740763802975,0,0,0,0
"Malate dehydrogenase, mitochondrial",Mdh2,P08249,"Malate dehydrogenase, mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3",17448,Mdh2,ENSMUSG00000019179.10,True,True,False,76,38,1087,25,38,5,Acetyl [K91; K157; K185; K203; K239; K296; K297; K301; K307; K314; K324; K328; K329; K335; K338],15,Acetyl [K91; K157; K185; K203; K239; K296; K297; K301; K307; K314; K324; K328; K329; K335; K338],6327.1,8107.1,8590.5,7546.2,7712.9,6564.0,8759.8,6928.8,6451.0,6277.9,6816.26869369342,7483.171988499815,7804.136420948677,7058.025038144403,7924.73125311411,6902.706139748256,8469.06963778117,7228.991365804436,6570.021620639143,6826.984348562333,-0.09629821167724195,0.03836951485433637,0.09895857870062663,-0.04601587058795431,0.12108159215392078,-0.0781183510907848,0.21692307362877372,-0.011486051273276843,-0.14938230045567202,-0.09403197425274357,12.8310647032966,0.0869724485003207,-0.15436913659622,0.142974875416094,-0.0983667096804464,0.8728672338683492,-1.5492694937166298,1.60428390907597,-0.9012058785021709,0.4060268046358161,0.15664823298366198,0.144040658837896,0.391583860835212,1.2048863016436202,0.36379902067758,0,0,0,0
"ATP synthase subunit alpha, mitochondrial",Atp5a1,Q03265,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus GN=Atp5a1 PE=1 SV=1",11946,Atp5a1,ENSMUSG00000025428.15,True,True,False,76,56,1275,0,1,18,Acetyl [K126; K132; K161; K167; K230; K239; K240; K261; K427; K434; K498; K503; K531; K539],14,Acetyl [K126; K132; K161; K167; K230; K239; K240; K261; K427; K434; K498; K503; K531; K539],110.2,143.9,159.1,140.0,134.9,116.7,148.8,128.9,122.3,96.7,118.71992066586823,132.82535668057918,144.53618585331873,130.94319065757819,138.6049664905669,122.72178648821168,143.86145369778285,134.48461307184388,124.55644771417876,105.1576779665139,-0.12096895007598718,0.040999603863438594,0.16289974574775368,0.020410055157937812,0.10244796995079763,-0.07313959333481979,0.15614910442955576,0.05891013458092775,-0.051731277876434945,-0.2959767924431693,7.01238717284696,0.135237263391772,-0.13777073412692498,0.191518568865054,-0.0814894286536436,1.1666715197728401,-1.18852739054951,1.84721784968864,-0.641745559159119,0.274122259115793,0.265848736631172,0.09869057826156098,0.5374674824072551,1.2747633288175,0.34199371672559603,0,0,0,0
"ATP synthase subunit O, mitochondrial",Atp5o,Q9DB20,"ATP synthase subunit O, mitochondrial OS=Mus musculus GN=Atp5o PE=1 SV=1",28080,Atp5o; LOC100047429; LOC102641678,ENSMUSG00000022956.10,True,True,False,83,26,465,11,26,16; 3,Acetyl [K53; K54; K60; K70; K84; K97; K100; K158; K162; K172; K176; K192; K199; K204],14,Acetyl [K53; K54; K60; K70; K84; K97; K100; K158; K162; K172; K176; K192; K199; K204],2769.2,3325.8,3789.3,3143.2,3350.4,2822.7,3791.4,2843.8,2758.5,2617.0,2983.2958648631784,3069.8441365411413,3442.4322379257114,2939.8616919635692,3442.4171959228715,2968.3529281943024,3665.566636759233,2967.008088857328,2809.394611770745,2845.890829765945,-0.05604476682596626,-0.014786420864265182,0.1504764269312613,-0.07720354521124051,0.1504701229378007,-0.06328919494229268,0.24108440351822402,-0.06394296918445797,-0.14269254737890158,-0.1240715089801494,11.598736113842499,0.109996595397726,-0.19913327946913198,0.184816676733778,-0.12431319813308099,1.07147958676513,-1.9397622555977903,2.01280091706996,-1.1054300717335002,0.31258626966532504,0.0852285294482659,0.0758547607663959,0.29840907427252,1.88343352391599,0.204600948276122,0,0,0,0
"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2",13382,Dld,ENSMUSG00000020664.10,True,True,False,70,36,491,36,36,12,Acetyl [K66; K104; K122; K132; K143; K155; K159; K166; K277; K283; K346; K410; K420; K505],14,Acetyl [K66; K104; K122; K132; K143; K155; K159; K166; K277; K283; K346; K410; K420; K505],2822.4,3365.0,3772.2,3229.6,3295.9,2781.4,3689.4,2992.2,2797.0,2637.7,3040.6089300122185,3106.027277485399,3426.897550445562,3020.672346769389,3386.4203784748665,2924.9218246641985,3566.9519305954304,3121.8375425412814,2848.6049407731643,2868.401315121755,-0.03833496060725139,-0.007624736009445243,0.13420782639869344,-0.047825532711508245,0.11706583980406116,-0.0942971698702042,0.19199653800554017,-0.0002997729120810533,-0.13243968055789423,-0.12244835153988731,11.608479520364599,0.0907958928054349,-0.133912285737617,0.152878646167036,-0.0718295323760163,0.9396380305788259,-1.38584546671556,1.76887122493875,-0.6785889736929721,0.37258974322082505,0.200056142259537,0.11162321241188601,0.514924172046785,1.22964631455528,0.35589592672118703,0,0,0,0
Pyruvate kinase PKM,Pkm,P52480,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4,18746,Pkm,ENSMUSG00000032294.17,False,False,False,86,52,2085,2,2,9,Acetyl [K62; K66; K135; K151; K166; K188; K206; K207; K224; K230; K261; K305; K498],13,Acetyl [K62; K66; K135; K151; K166; K188; K206; K207; K224; K230; K261; K305; K498],10.5,22.0,11.8,18.5,12.9,16.4,14.4,16.0,10.3,14.3,11.311789174152599,20.30686481565491,10.719842822559153,17.30320733689426,13.254292570261773,17.246249343673277,13.922076164301565,16.693202553526003,10.490036070777117,15.550721767540319,-0.34282251476074155,0.5013178668680807,-0.42036589900117205,0.27038983006220185,-0.11418998135393599,0.26563299179619637,-0.043275279015882795,0.21861110732691902,-0.45163001300032235,0.11633189107865949,3.84257774662668,-0.167303026151305,-0.150074527921736,-0.049159678566054,-0.0319311803364855,-0.5624561537729039,-0.504535654231415,-0.18477742783504603,-0.0979961978251992,0.587908029270787,0.626331615048376,0.857610777017848,0.9241410070895191,0.204327237266564,0.8907795672020391,0,0,0,0
Isoform 3 of Titin,Ttn,A2ASS6-3,Isoform 3 of Titin OS=Mus musculus GN=Ttn,22138,Ttn,ENSMUSG00000051747.14,False,False,False,58,297,4168,60,61,2,Acetyl [K1085; K2427; K2456; K2545; K2548; K2652; K2657; K2663; K2668; K2725; K2980; K3121; K3244],13,Acetyl [K1085; K2427; K2456; K2545; K2548; K2652; K2657; K2663; K2668; K2725; K2980; K3121; K3244],1162.1,1210.1,1319.1,1311.3,1194.8,1166.5,1179.5,1146.5,1270.6,1169.3,1251.9457332650222,1116.9698687920002,1198.3512429862521,1226.470042209159,1227.614632786726,1226.6920645972486,1140.3533913745623,1196.1722954760976,1294.0427020902332,1271.5705568381045,0.04453613491741848,-0.1200456253440727,-0.018585062234508953,0.014876101247416784,0.016221853728302094,0.015137242244376736,-0.09015491413666865,-0.021210684897585708,0.09224933181194928,0.06697562266337442,10.245420178432,0.0419257094604024,0.0835135924720589,-0.0418337922788385,-0.00024590926718204303,0.59256922052396,1.1803636725828799,-0.661060048518202,-0.0031728017879256803,0.56844889258773,0.268915152865404,0.525576978072758,0.997539555162828,0.669551992049391,0.5923012034766421,0,0,0,0
Myomesin 2,Myom2,Q14BI5,Myomesin 2 OS=Mus musculus GN=Myom2 PE=1 SV=1,17930,Myom2,ENSMUSG00000031461.4,False,False,False,88,129,3277,129,129,8,Acetyl [K35; K100; K749; K804; K852; K873; K1111; K1151; K1239; K1267; K1300; K1341; K1423],13,Acetyl [K35; K100; K749; K804; K852; K873; K1111; K1151; K1239; K1267; K1300; K1341; K1423],26837.0,28581.2,29898.3,30407.1,26685.8,27958.9,27789.4,27591.1,28887.9,25932.2,28911.85581587936,26381.5711213271,27161.44717472206,28440.01923317175,27418.713230348185,29401.595169196757,26867.09328890569,28786.488810911957,29420.88475815556,28200.3095818328,0.0421098669034734,-0.09002086463598857,-0.04799100057170946,0.01837109093632705,-0.03439048314387705,0.06634308022565705,-0.06371110292421456,0.03584047937925838,0.06728928294827519,0.006159650882787915,14.7772637292242,0.00261870127317465,0.0351138157527249,-0.0577666019965282,-0.0252714875169779,0.0390911224078057,0.524167641363253,-0.964104276505207,-0.34437559284433195,0.9696941529167942,0.613165065133143,0.360853150764217,0.7386868601628069,0.402240607468322,0.7550518118921371,0,0,0,0
